Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0,0.02,0.01,0.06,83,31,8.3,116
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01,0.06,60,38,6.7,116
Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0,0,0.06,0,0.06,,,,
Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.02,0.03,0,0,0.06,,,,
Summon Night 6: Lost Borders,PSV,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0,0.06,,,,
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0,0,0.01,0.06,66,12,6.9,20
Culdcept Revolt,3DS,2016,Strategy,Nintendo,0,0,0.06,0,0.06,,,,
Corpse Party: Back to School Edition,3DS,2016,Adventure,Xseed Games,0.05,0,0,0.01,0.06,,,,
MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.03,0.02,0,0.01,0.06,,,,
BlazBlue Central Fiction,PS3,2016,Fighting,PQube,0.02,0.02,0.02,0.01,0.06,,,,
Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Street Fighter V,PC,2016,Fighting,Capcom,0,0.05,0,0,0.06,74,33,2.9,431
ZombiU,PS4,2016,Action,Ubisoft,0,0.04,0.01,0.01,0.06,,,,
Caligula,PSV,2016,Role-Playing,FuRyu,0,0,0.06,0,0.06,,,,
Rocket League,PC,2016,Sports,505 Games,0.01,0.04,0,0,0.06,86,20,8.2,580
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0.01,0,0.05,0,0.06,,,,
7 Days to Die,XOne,2016,Action,Telltale Games,0.03,0.02,0,0,0.05,35,17,5.2,74
Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0,0.05,0,0,0.05,83,36,6.9,306
Ghostbusters (2016),PS4,2016,Action,Activision,0.04,0,0,0.01,0.05,,,,
Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,0,0,0.05,0,0.05,,,,
Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.01,0.04,0,0.01,0.05,,,,
Project Setsuna,PSV,2016,Role-Playing,Square Enix,0,0,0.05,0,0.05,,,,
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05,52,64,3.5,282
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.05,0,0.05,43,9,7.8,110
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.03,0,0,0.05,67,10,4.9,18
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0,0.01,0.05,,,3.4,14
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0,0.01,0.05,76,39,8,57
Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,0.05,0,0.05,,,,
R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,0.05,0,0,0.01,0.05,,,,
Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0,0.05,64,56,5.1,219
Ghostbusters (2016),XOne,2016,Action,Activision,0.04,0,0,0.01,0.05,,,,
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0,0.02,0,0.05,78,22,7.4,41
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.04,0,0,0.01,0.05,,,,
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0,0.04,0,0,0.05,82,6,7.5,44
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0,0,0.01,0.05,66,8,3.8,18
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0,0,0.05,87,12,6.1,84
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0,0,0.05,87,17,8.1,40
12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0,0,0.05,0,0.05,,,,
Just Dance 2017,PS3,2016,Misc,Ubisoft,0.01,0.03,0,0.01,0.05,,,,
Ride 2,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.05,71,19,8,12
Root Letter,PSV,2016,Adventure,PQube,0,0.03,0.01,0.01,0.05,78,6,7.8,6
Resident Evil 6,XOne,2016,Shooter,Capcom,0.04,0,0,0,0.05,63,12,6.3,34
Hitman (2016),PS4,2016,Action,Square Enix,0,0.04,0,0.01,0.05,,,,
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04,71,28,8.1,73
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0,0,0.04,83,15,8.6,1620
Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0,0.01,0.04,66,39,7,31
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0,0,0.04,0,0.04,,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0,0,0.04,55,14,6,38
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Action,Nippon Ichi Software,0,0,0.04,0,0.04,,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.03,0,0,0.04,,,4.3,16
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0,0,0.04,0,0.04,,,,
Bullet Girls 2,PSV,2016,Action,D3Publisher,0,0,0.04,0,0.04,,,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04,,,,
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04,64,4,6.8,12
Stellaris,PC,2016,Strategy,Paradox Interactive,0,0.04,0,0,0.04,78,57,8,569
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.02,0.02,0,0,0.04,,,,
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0,0,0.01,0.04,72,26,8.3,19
 Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,,,,
Dead Rising,PS4,2016,Action,Capcom,0.02,0,0.01,0.01,0.04,78,6,6.6,30
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,FuRyu,0,0,0.04,0,0.04,,,,
Berserk and the Band of the Hawk,PS4,2016,Action,Tecmo Koei,0,0,0.04,0,0.04,,,,
Metal Gear Solid V: The Definitive Experience,PS4,2016,Action,Konami Digital Entertainment,0.01,0.02,0.01,0,0.04,,,7.8,11
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0,0.04,,,1.6,10
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04,,,,
Transport Fever,PC,2016,Simulation,Astragon,0,0.03,0,0,0.04,70,11,7,28
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.01,0.02,0,0,0.04,54,48,3.5,284
Just Dance 2017,XOne,2016,Misc,Ubisoft,0.03,0,0,0,0.04,75,5,8,6
Just Dance 2017,X360,2016,Misc,Ubisoft,0.02,0.02,0,0,0.04,,,,
Pro Evolution Soccer 2017,X360,2016,Sports,Konami Digital Entertainment,0.01,0.02,0,0,0.04,,,6.5,17
Warhammer: The End Times - Vermintide,PS4,2016,Action,Games Workshop,0.01,0.02,0,0.01,0.04,,,,
Macross ? Scramble,PSV,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,
My Hero Academia: Battle for All,3DS,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0,0,0.03,0,0.03,,,,
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0,0.03,0,0,0.03,64,6,4.8,5
PriPara Mezameyo! Megami no Dress Design,3DS,2016,Action,Takara Tomy,0,0,0.03,0,0.03,,,,
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0,0,0.03,0,0.03,,,,
Need for Speed (2015),PC,2016,Racing,Electronic Arts,0,0.03,0,0,0.03,,,,
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0,0,0.01,0.03,77,15,6.9,15
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03,,,,
Just Dance 2017,PS4,2016,Misc,Ubisoft,0.02,0,0,0.01,0.03,73,12,,
F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0,0.03,0,0,0.03,,,,
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.03,0,0,0.03,83,55,6.1,684
3DS Classic Collection,3DS,2016,Misc,Sega,0.03,0,0,0,0.03,,,,
Batman: A Telltale Game Series,X360,2016,Adventure,Telltale Games,0.01,0.02,0,0,0.03,,,,
Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Song of the Deep,PC,2016,Action,Insomniac Games,0.03,0,0,0,0.03,73,12,6.3,15
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.03,0,0.03,,,,
DiRT Rally,PC,2016,Racing,Codemasters,0,0.03,0,0,0.03,86,33,8.7,288
Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0.01,0.03,80,18,8,19
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03,,,,
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0,0,0.03,0,0.03,,,,
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0,0,0.03,78,23,7.6,19
Terraria,WiiU,2016,Action,505 Games,0,0.03,0,0,0.03,,,6.9,7
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.01,0.02,0,0,0.03,74,5,8.1,7
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0,0,0.03,0,0.03,,,,
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0,0,0.03,0,0.03,,,,
Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,0.02,0.01,0,0,0.03,,,4.3,7
Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei,0,0,0.03,0,0.03,,,,
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0,0,0.03,0,0.03,,,,
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0,0,0.03,48,9,4.6,78
Kenka Bancho Otome,PSV,2016,Action,Screenlife,0,0,0.03,0,0.03,,,,
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0,0.02,0,0.01,0.03,73,16,8.4,12
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016,Adventure,5pb,0,0,0.03,0,0.03,,,,
Bus Simulator 16,PC,2016,Simulation,Astragon,0,0.03,0,0,0.03,46,8,6.1,18
Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,
Loading Human,PS4,2016,Adventure,FuRyu Corporation,0.01,0.01,0,0,0.03,,,,
Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart,0,0,0.03,0,0.03,,,,
Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03,,,,
Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0,0,0.03,0,0.03,,,,
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0,0.01,0,0.03,82,4,6.6,8
Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0,0.02,0,0,0.03,,,,
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0,0,0.03,68,12,7.4,55
Resident Evil 5 HD,PS4,2016,Action,Capcom,0.02,0,0,0.01,0.03,,,,
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.01,0.01,0,0.01,0.03,,,8.3,8
Teddy Together,3DS,2016,Simulation,Nintendo,0,0.02,0,0,0.03,,,,
One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0,0,0,0.03,57,11,7.8,9
Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown,0,0,0.03,0,0.03,,,,
Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume,0.02,0,0,0,0.03,,,7.4,7
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0,0,0.03,67,17,6.2,12
Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari,0.02,0,0,0,0.03,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software,0.02,0,0,0,0.03,70,4,,
 Beyblade Burst,3DS,2016,Role-Playing,FuRyu,0,0,0.03,0,0.03,,,,
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02,,,,
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.02,0,0,0,0.02,67,8,,
Reco Love: Blue Ocean,PSV,2016,Adventure,Kadokawa Games,0,0,0.02,0,0.02,,,,
Atari Flashback Classics: Volume 2,PS4,2016,Misc,Atari,0.02,0,0,0,0.02,,,,
La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0,0.02,0,0,0.02,62,31,6.5,36
Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0,0,0.02,,,,
Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,0.02,0,0,0.02,,,,
Toukiden 2,PS3,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,
Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0,0,0.02,0,0.02,,,,
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02,52,13,7.9,34
Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0,0,0.02,0,0.02,,,,
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0,0.01,0.01,0,0.02,64,11,7.3,10
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016,Role-Playing,Tecmo Koei,0,0,0.02,0,0.02,,,,
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0,0.02,31,22,4.5,66
Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0,0,0.02,0,0.02,,,,
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.01,0.01,0,0,0.02,,,7,5
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02,,,,
Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,0,0,0.02,0,0.02,,,,
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0,0,0,0.02,55,19,4.7,34
Atari Flashback Classics: Volume 1,XOne,2016,Misc,Atari,0.02,0,0,0,0.02,,,,
Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0,0,0.02,,,,
Paragon,PS4,2016,Action,Epic Games,0.02,0,0,0,0.02,,,6.1,96
Atari Flashback Classics: Volume 2,XOne,2016,Misc,Atari,0.02,0,0,0,0.02,,,,
Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.02,69,9,3.7,137
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0,0,0.02,52,15,7.1,12
Resident Evil 4 HD,XOne,2016,Shooter,Capcom,0.02,0,0,0,0.02,,,,
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0.02,0,0,0.02,43,7,2.4,31
Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0,0,0,0.02,,,5.8,12
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,0,0,0,0.02,79,9,8.5,15
Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0,0.02,0,0,0.02,66,15,8.5,144
Resident Evil 5 HD,XOne,2016,Action,Capcom,0.02,0,0,0,0.02,,,,
Mighty No. 9,XOne,2016,Platform,Deep Silver,0.02,0,0,0,0.02,55,13,4.2,94
Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,0,0,0.02,0,0.02,,,,
Uppers,PSV,2016,Action,Marvelous Entertainment,0,0,0.02,0,0.02,,,,
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,N/A,0,0,0.02,0,0.02,,,,
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.01,0,0,0,0.02,48,4,2,53
Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0,0.02,0,0,0.02,,,,
Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create,0,0,0.02,0,0.02,,,,
This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02,,,,
Koihime Enbu,PS4,2016,Fighting,Yeti,0,0,0.02,0,0.02,,,,
Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,
MuvLuv Double Pack,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02,,,,
Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,0.01,0,0,0,0.02,49,15,6,29
Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02,,,,
Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,0.01,0,0,0,0.02,,,7.8,5
Storm Lover 2nd V,PSV,2016,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,
Collar x Malice,PSV,2016,Action,Idea Factory,0,0,0.02,0,0.02,,,,
New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.,0,0,0.02,0,0.02,,,,
Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0,0,0.02,0,0.02,,,,
Wand of Fortune R,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Berserk and the Band of the Hawk,PSV,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,
Dead Rising 2,XOne,2016,Action,Capcom,0.01,0,0,0,0.02,,,,
Mark McMorris Infinite Air,XOne,2016,Sports,FuRyu Corporation,0.01,0,0,0,0.02,,,7.1,18
Quantum Break,PC,2016,Action,Microsoft Game Studios,0,0.01,0,0,0.02,66,14,4.3,539
Pac-Man Championship Edition 2 + Arcade Game Series,XOne,2016,Action,Namco Bandai Games,0.01,0,0,0,0.02,,,,
Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.02,63,9,6.7,27
King's Quest: The Complete Collection,PS4,2016,Adventure,Activision,0.01,0,0,0,0.02,,,,
Period Cube: Torikago no Amadeus,PSV,2016,Action,Idea Factory,0,0,0.01,0,0.01,,,,
Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01,72,4,6.2,14
Republique,PS4,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01,72,35,5.8,29
NBA 2K17,PC,2016,Sports,Take-Two Interactive,0,0.01,0,0,0.01,90,6,6.3,52
Super Stardust Ultra VR,PS4,2016,Shooter,Sony Computer Entertainment,0,0.01,0,0,0.01,66,13,6.2,13
Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0,0.01,0,0,0.01,,,,
Dead Rising,XOne,2016,Action,Capcom,0.01,0,0,0,0.01,,,8.8,12
Azure Striker Gunvolt,3DS,2016,Action,Yacht Club Games,0.01,0,0,0,0.01,77,20,8.4,62
Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,Unknown,0,0,0.01,0,0.01,,,,
Rocksmith 2014 Edition Remastered,XOne,2016,Misc,Ubisoft,0.01,0,0,0,0.01,,,,
Darksiders: Warmastered Edition,XOne,2016,Action,Nordic Games,0.01,0,0,0,0.01,80,13,7.9,14
The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01,56,34,6.8,149
Fernbus Simulator,PC,2016,Simulation,Aerosoft,0,0.01,0,0,0.01,,,,
Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0,0,0.01,0,0.01,,,,
Worms: WMD,XOne,2016,Action,Sold Out,0.01,0,0,0,0.01,75,24,8.1,7
The Book of Unwritten Tales 2,WiiU,2016,Adventure,Nordic Games,0,0.01,0,0,0.01,,,,
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016,Adventure,Prototype,0,0,0.01,0,0.01,,,,
Sherlock Holmes: The Devil's Daughter,PC,2016,Adventure,Bigben Interactive,0,0.01,0,0,0.01,65,18,7.3,72
Prototype: Biohazard Bundle,XOne,2016,Action,Activision,0.01,0,0,0,0.01,56,4,3.1,14
Agatha Christie's The ABC Murders,XOne,2016,Adventure,Microids,0.01,0,0,0,0.01,66,7,7.5,8
Samurai Warriors: Sanada Maru,PSV,2016,Action,Tecmo Koei,0,0,0.01,0,0.01,,,,
MXGP 2,PC,2016,Racing,Milestone S.r.l.,0,0.01,0,0,0.01,,,,
Dance with Devils,PSV,2016,Action,N/A,0,0,0.01,0,0.01,,,,
Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01,71,15,7.1,71
Lumo,PSV,2016,Puzzle,Rising Star Games,0,0.01,0,0,0.01,,,,
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,dramatic create,0,0,0.01,0,0.01,,,,
Crows: Burning Edge,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,,
Goat Simulator,XOne,2016,Simulation,Koch Media,0,0.01,0,0,0.01,53,15,6.3,63
Dynasty Warriors: Eiketsuden,PSV,2016,Action,Tecmo Koei,0,0,0.01,0,0.01,,,,
Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0,0.01,0,0,0.01,72,16,7.1,20
R.B.I. Baseball 2016,PS4,2016,Sports,MLB.com,0.01,0,0,0,0.01,,,,
Kamigami no Asobi InFinite,PSV,2016,Adventure,Broccoli,0,0,0.01,0,0.01,,,,
TrackMania Turbo,PC,2016,Action,Ubisoft,0,0.01,0,0,0.01,79,13,6.8,42
Cartoon Network Battle Crashers,3DS,2016,Action,FuRyu Corporation,0.01,0,0,0,0.01,,,,
Super Dungeon Bros,PS4,2016,Action,Nordic Games,0.01,0,0,0,0.01,42,9,2.3,7
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,,
Sherlock Holmes: The Devil's Daughter,PS4,2016,Adventure,Bigben Interactive,0.01,0,0,0,0.01,70,27,6.8,64
Root Letter,PS4,2016,Adventure,PQube,0,0,0.01,0,0.01,69,13,7.5,11
River City Ransom SP,3DS,2016,Action,Arc System Works,0,0,0.01,0,0.01,,,,
Shin Hayarigami 2,PS4,2016,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01,,,,
Ride 2,XOne,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01,,,8.2,6
Ride 2,PC,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01,78,4,7.9,14
Dungeons 2,PS4,2016,Role-Playing,Kalypso Media,0.01,0,0,0,0.01,61,9,7.9,14
Carmageddon: Max Damage,PS4,2016,Action,Stainless Games,0.01,0,0,0,0.01,51,28,5.5,39
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,2016,Adventure,Prototype,0,0,0.01,0,0.01,,,,
Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft,0,0.01,0,0,0.01,,,6.8,8
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0,0.01,0,0,0.01,,,,
Taishou x Alice: All in One,PSV,2016,Adventure,Prototype,0,0,0.01,0,0.01,,,,
Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0,0.01,0,0,0.01,,,,
Hitman (2016),XOne,2016,Action,Square Enix,0,0.01,0,0,0.01,,,,
Codename: Panzers Complete Collection,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01,,,,
Norn + Nonette: Act Tune,PSV,2016,Action,Idea Factory,0,0,0.01,0,0.01,,,,
Sébastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01,63,8,8.2,22
Rugby Challenge 3,XOne,2016,Sports,Alternative Software,0,0.01,0,0,0.01,,,6.6,5
Eve: Burst Error R,PSV,2016,Action,Red Flagship,0,0,0.01,0,0.01,,,,
ZombiU,XOne,2016,Action,Ubisoft,0,0.01,0,0,0.01,,,,
Fast Racing Neo ,WiiU,2016,Action,Nintendo,0,0.01,0,0,0.01,81,46,8.5,151
Prison Architect,XOne,2016,Action,Introversion Software,0.01,0,0,0,0.01,74,13,6.7,7
Metal Gear Solid V: The Definitive Experience,XOne,2016,Action,Konami Digital Entertainment,0.01,0,0,0,0.01,,,,
Aikatsu Stars! My Special Appeal,3DS,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,,
